getaero-io__gtm-eng-skills	build-tam	"Build a Total Addressable Market list by sourcing accounts and contacts from providers like Crustdata, Dropleads, and PDL."
getaero-io__gtm-eng-skills	clay-to-deepline	"Convert a Clay table configuration into local Deepline scripts. Handles extraction (MCP or script), documentation, action mapping
getaero-io__gtm-eng-skills	deepline-ads-audiences	"Use this skill when building, enriching, auditing, or uploading B2B paid ads audiences to Google Customer Match, Meta/Facebook Cu
getaero-io__gtm-eng-skills	deepline-analytics	"Use this skill when answering business analytics, RevOps, GTM metric, pipeline, revenue, funnel, customer, or warehouse questions
getaero-io__gtm-eng-skills	deepline-feedback	'Send feedback or bug reports to the Deepline team, including session transcript and environment info. Use when the user asks to r
getaero-io__gtm-eng-skills	deepline-gtm	"GTM prospecting, enrichment, outreach, scoring, CSVs, and plays. Discovery: deepline-pre-research. Providers: adyntel,ai_ark,alle
getaero-io__gtm-eng-skills	deepline-monitors	"ACCESS-GATED beta. Deepline Monitors are provider event feeds (job posts, email replies, funding, intent) that stream into your w
getaero-io__gtm-eng-skills	deepline-plays	'Run Deepline GTM workflows: find companies or people, enrich CSV rows, compare providers, build waterfalls, verify data, and writ
getaero-io__gtm-eng-skills	deepline-plays-review	'Use this skill when a human needs to review a Deepline Play result and hand feedback, labels, or approval back to the agent for r
getaero-io__gtm-eng-skills	deepline-pre-research	'Use when the user wants a last30days-style pre-research pass in Deepline: discover the critical public, private, CRM, workflow, s
getaero-io__gtm-eng-skills	deepline-quickstart	'Run a quick Deepline demo recipe to show the user how Deepline works.'
getaero-io__gtm-eng-skills	find-qualified-titles	"Use when finding real role-holders at known company domains from an ICP, especially prompts like 'find all job titles at these co
getaero-io__gtm-eng-skills	linkedin-url-lookup	"Resolve LinkedIn profile URLs from name + company with strict identity validation to avoid false positives."
getaero-io__gtm-eng-skills	niche-signal-discovery	'Discover niche first-party signals that differentiate Closed Won vs Closed Lost accounts for ICP analysis. Use when the user prov
getaero-io__gtm-eng-skills	portfolio-prospecting	"Find companies backed by a specific investor or accelerator, then find contacts and build personalized outbound."
iPythoning__b2b-sdr-agent-template	b2b-sdr-agent	"Open-source B2B AI SDR template. 7-layer context system with 10-stage sales pipeline, 4-layer anti-amnesia memory, 14 automated p
iPythoning__b2b-sdr-agent-template	chroma-memory	
iPythoning__b2b-sdr-agent-template	delivery-queue	
iPythoning__b2b-sdr-agent-template	graphify	"Knowledge graph engine for B2B sales intelligence. Builds queryable graphs from product catalogs, customer conversations, and mar
iPythoning__b2b-sdr-agent-template	lead-discovery	"AI-driven lead discovery for B2B export. Searches web for potential buyers matching ICP, evaluates fit, and creates CRM records f
iPythoning__b2b-sdr-agent-template	quotation-generator	"Auto-generate professional PDF proforma invoices with company letterhead, multi-language support, and post-quote tracking."
iPythoning__b2b-sdr-agent-template	sdr-humanizer	
iPythoning__b2b-sdr-agent-template	supermemory	
iPythoning__b2b-sdr-agent-template	telegram-toolkit	
keinsaasforever__gtm-pipeline-skills	gtm-pipeline:company-enrichment	Enrich a company list with structured data and score against ICP. Phase 1: data enrichment (PhantomBuster SN, Parallel Task Group,
keinsaasforever__gtm-pipeline-skills	gtm-pipeline:company-search	Build a list of companies matching ICP criteria. Use when a client needs a company list — no existing list, wants to expand, or si
keinsaasforever__gtm-pipeline-skills	gtm-pipeline:contact-filter	Classify and filter contacts from people-search output BEFORE enrichment. Rejects non-ICP contacts and ranks the rest using job ti
keinsaasforever__gtm-pipeline-skills	gtm-pipeline:demo	Generate a demo lead list of ~10 enriched contacts with personalized message examples. Use when a demo is requested, a webhook pro
keinsaasforever__gtm-pipeline-skills	gtm-pipeline:outreach	Execute LinkedIn outreach — send connection requests and personalized messages/InMails to a contact list via PhantomBuster, one pr
keinsaasforever__gtm-pipeline-skills	gtm-pipeline:people-enrichment	Enrich contacts with work email, phone number, and/or LinkedIn URL. Use when you have a contact list that needs enrichment before 
keinsaasforever__gtm-pipeline-skills	gtm-pipeline:people-search	Find contacts at specific companies or by persona. Use when you have a company list and need contacts with specific roles (company
keinsaasforever__gtm-pipeline-skills	gtm-pipeline:pipeline	Plan and execute a full GTM lead generation pipeline, from company discovery to enriched contacts. Use when a client needs end-to-
keinsaasforever__gtm-pipeline-skills	gtm-pipeline:setup	Onboarding skill — walks a new user through installation, API key configuration, PhantomBuster agent IDs, first client setup (auto
keinsaasforever__gtm-pipeline-skills	gtm-pipeline:signal-search	Find buying intent signals for target companies and score them for purchase intent. Runs a Python script (signal_search.py) that o
LeanScaleTeam__marketplace-mcp	run	>-
LeanScaleTeam__marketplace-mcp	run	>-
LeanScaleTeam__marketplace-mcp	run	>-
LeanScaleTeam__marketplace-mcp	run	>-
LeanScaleTeam__marketplace-mcp	run	>-
LeanScaleTeam__marketplace-mcp	run	>-
LeanScaleTeam__marketplace-mcp	run	>-
LeanScaleTeam__marketplace-mcp	run	>-
LeanScaleTeam__marketplace-mcp	run	>-
LeanScaleTeam__marketplace-mcp	setup	>-
LeanScaleTeam__marketplace-mcp	setup	>-
LeanScaleTeam__marketplace-mcp	setup	>-
LeanScaleTeam__marketplace-mcp	setup	>-
LeanScaleTeam__marketplace-mcp	setup	>-
LeanScaleTeam__marketplace-mcp	setup	>-
LeanScaleTeam__marketplace-mcp	setup	>-
LeanScaleTeam__marketplace-mcp	setup	>-
LeanScaleTeam__marketplace-mcp	setup	>-
markster-public__markster-os	blog-post-writer	Long-form article writer. Takes a content brief, writer spec, and research findings and produces a complete article in the user's 
markster-public__markster-os	business-advisor	Seasoned business advisor persona with Socratic style. Use when working on business strategy, opportunity evaluation, resource all
markster-public__markster-os	case-study-builder	Case study generator. Takes client results data and produces a full case study with landing page copy, social proof assets, and ou
markster-public__markster-os	cold-email	'Run the Markster OS cold email playbook. CHECK prerequisites, DO the sequence build, VERIFY before sending. Routes through ScaleO
markster-public__markster-os	cold-email-copywriter	'Cold email copywriter persona for writing high-conversion B2B outreach sequences. Use when building cold email campaigns, writing
markster-public__markster-os	content	'Run the Markster OS content playbook. CHECK prerequisites (ICP, messaging guide, platform, time), DO theme definition + 30-day ca
markster-public__markster-os	debrief	Post-conversation processor. Takes meeting notes (name, company, context) and creates CRM records, drafts follow-up email, logs ev
markster-public__markster-os	direct-response	'Expert direct response copywriter persona. Diagnoses awareness level, sophistication, and copy failures, then writes or rewrites 
markster-public__markster-os	event-prep	Pre-event intelligence generator. Takes an event name/URL and generates a brief with ICP-matching attendees, conversation strategy
markster-public__markster-os	event-strategist	'Activates a veteran B2B event strategist persona with 10+ years running workshops, dinners, webinars, summits, trade show booths,
markster-public__markster-os	events	'Run the Markster OS events playbook. CHECK prerequisites (ICP, offer, specific event), DO pre-event targeting + during-event conv
markster-public__markster-os	follow-up	Stage-aware follow-up generator. Takes a contact or deal and generates the right follow-up based on deal stage, time elapsed, and 
markster-public__markster-os	fundraising	'Run the Markster OS fundraising playbook. CHECK stage, traction, and funding path before building anything. DO investor ICP + lis
markster-public__markster-os	funnel-build	Writes funnel assets step by step from a completed funnel plan. Process covers VSL script, landing page copy, OTO sequences, email
markster-public__markster-os	funnel-builder	Mini-funnel generator. Takes an ICP segment and creates a complete conversion pathway -- landing page copy, lead magnet spec, emai
markster-public__markster-os	funnel-plan	Full funnel architecture session. Diagnoses your situation, selects the right funnel type, and designs the complete offer stack wi
markster-public__markster-os	funnel-review	Grades a funnel against vetted research benchmarks and produces a scored fix list. Checks offer stack ratios, traffic-funnel match
markster-public__markster-os	funnel-sprint	Quick single-ICP funnel builder. Takes your ICP and offer and produces a complete conversion pathway: landing page copy, lead magn
markster-public__markster-os	hormozi	"Alex Hormozi evaluator and voice persona. Scores offers, positioning, pricing, and content against 100M Offers, 100M Leads, and 1
markster-public__markster-os	karpathy	Enable strict coding discipline (Karpathy Guidelines). Use when you want the AI to be extra careful about simplicity, assumptions,
markster-public__markster-os	linkedin-post	LinkedIn thought leadership content generator. Takes a topic seed and generates a post in the user's voice with variations. Use wh
markster-public__markster-os	marketing-strategist	Growth marketing strategist persona for B2B SaaS and service businesses. Use when working on marketing strategy, content planning,
markster-public__markster-os	markster-os	'Diagnostic operator for Markster OS. Identifies the constraint brick, runs the Hormozi diagnostic, and routes to the right playbo
markster-public__markster-os	markster-os	Lightweight guide and router for Markster OS. Use to explain the system, point users to the full Git-backed workspace setup, and h
markster-public__markster-os	partnership-pitch	Partnership proposal generator for referral partners, peer groups, and complementary businesses. Use when approaching peer groups,
markster-public__markster-os	product-owner	'Product interrogator. Forces definition of what the product actually IS from a customer''s perspective -- not what it does intern
markster-public__markster-os	prospect-brief	Pre-conversation research tool. Takes a name, company, or LinkedIn URL and generates a phone-readable cheat sheet with ICP fit, co
markster-public__markster-os	research	'Run structured B2B research prompts from the Markster OS library. CHECK what they are trying to learn and ICP context. DO one or 
markster-public__markster-os	sales	'Run the Markster OS sales playbook. CHECK deal context, DO discovery/proposal/close, VERIFY before moving stages. Includes 9 Kill
markster-public__markster-os	sales-strategist	B2B sales strategist persona for deal analysis, pipeline reviews, and sales strategy. Use when working on deal qualification, obje
markster-public__markster-os	startup-coach	>
markster-public__markster-os	vc-comms	'Investor-grade communications writer for founders. Creates pitch narratives, investor updates, board memos, one-pagers, and cold 
markster-public__markster-os	vc-review	'GP-level critic and scorer for investor-facing documents. Critiques, scores, and annotates investor updates, pitch decks, board m
markster-public__markster-os	website-copywriter	'Direct response copywriter for B2B service website pages. Writes conversion-focused copy using PAS, StoryBrand, and objection gau
markster-public__markster-os	youtube-watcher	Fetch and read transcripts from YouTube videos. Use when you need to summarize a video, answer questions about its content, or ext
Othmane-Khadri__YALC-the-GTM-operating-system	answer-linkedin-comments	"Reply to comments on a LinkedIn post via Unipile — drafts thread-aware replies grounded in the user's voice and the conversation 
Othmane-Khadri__YALC-the-GTM-operating-system	build-routine	"Auto-derive a complete sales routine — installed frameworks, schedules, and default dashboard — from your archetype, available pr
Othmane-Khadri__YALC-the-GTM-operating-system	campaign-angle-finder	>
Othmane-Khadri__YALC-the-GTM-operating-system	campaign-dashboard	"This skill should be used when the user says 'campaign status', 'show me campaigns', 'visualize campaigns', 'what's the state of 
